INFO: BenchmarkParams{sampleLimit=null, threads=1, delayMs=300, gpuConfig='5090', modelName='qwen2.5-coder:14b', modelUrl='https://reproduce-bubble-females-recovery.trycloudflare.com/v1/completions', apiKey='null', contextSize=4096, tokenizer=D:\work\git\model-speed-benchmark\build\resources\main\tokenizer\Qwen2.5-Coder-14B.json, dataset=D:\work\git\model-speed-benchmark\build\resources\main\dataset\repoeval\line_level.java.test.jsonl, mock=false}

timeMs, contextTokensSize, responseCharsSize
603, 1293, 22
702, 352, 43
749, 2237, 42
755, 2421, 25
844, 2262, 121
566, 724, 33
578, 1355, 26
797, 258, 118
555, 750, 44
810, 489, 46
711, 1150, 97
559, 353, 74
507, 932, 14
497, 208, 65
603, 1344, 48
763, 2428, 40
616, 931, 32
825, 2919, 32
553, 1020, 74
927, 2007, 190
472, 198, 14
682, 3563, 67
556, 732, 51
595, 3554, 79
549, 753, 37
452, 268, 0
633, 930, 40
563, 1095, 0
551, 411, 55
760, 632, 48
781, 540, 71
632, 2078, 123
829, 316, 133
893, 1794, 58
820, 2255, 103
575, 1248, 46
455, 566, 24
670, 601, 86
717, 631, 29
820, 1108, 37
1064, 3859, 56
699, 2150, 24
651, 2795, 62
590, 1703, 0
886, 3657, 0
510, 408, 46
751, 2440, 46
456, 1744, 34
471, 250, 27
797, 2400, 70
538, 989, 36
603, 1107, 28
1019, 2532, 44
516, 719, 37
582, 548, 55
827, 1910, 131
528, 877, 32
666, 1767, 34
770, 2254, 45
682, 665, 124
804, 759, 34
744, 1559, 123
1066, 1577, 59
530, 535, 59
526, 773, 48
660, 166, 102
614, 1177, 38
663, 2060, 120
610, 1565, 44
584, 879, 45
432, 193, 5
547, 389, 45
455, 782, 62
758, 2441, 36
568, 1304, 21
1037, 2950, 60
477, 1372, 57
485, 544, 30
583, 467, 48
558, 347, 68
941, 3001, 74
785, 2559, 18
1146, 3065, 65
746, 2706, 29
621, 1412, 39
621, 1336, 73
758, 889, 63
619, 596, 46
712, 2010, 46
751, 1480, 84
685, 2019, 48
724, 2339, 45
843, 800, 76
582, 202, 97
693, 2188, 34
467, 521, 11
635, 1268, 69
543, 801, 31
900, 3844, 13
767, 2437, 29
702, 1322, 80
617, 1524, 48
496, 809, 30
